user_id,item_id,rating
68b70934570891ebac502084,68b98812612f0293c20db5cf,5
689f84b899fbf5076c5ec985,68b981c3612f0293c20db55f,2
68b71602570891ebac502242,68b9cf98bfa05e420780a1e0,2
689f84b899fbf5076c5ec985,68b981c3612f0293c20db565,1
68a989f2d3101920ef9dcdc9,68b98822612f0293c20db5d1,3
689f87a099fbf5076c5ec98c,68b9cf97bfa05e420780a1ce,2
68a1c4282dcd385eea223e67,68b98535612f0293c20db5a4,2
68b873c9c943d0109489951a,68b9ad1c9d6743e586455009,1
68b98efec02accb223b32cbf,68b97cee3364699be59a4a16,5
68b94594f7f0ff7d31298ae8,68b985aa612f0293c20db5ac,5
68b71602570891ebac502242,68b98807612f0293c20db5cd,5
68b873c9c943d0109489951a,68b99062c02accb223b32d28,3
68b70934570891ebac502084,68b9cf97bfa05e420780a1ce,2
68a989f2d3101920ef9dcdc9,68b9cf99bfa05e420780a1ea,1
68a4e27529c853d3c50a06b9,68b9ad1d9d6743e586455013,5
68a4e27529c853d3c50a06b9,68b97cef3364699be59a4a24,5
68a989b7d3101920ef9dcdc5,68b9cf96bfa05e420780a1c8,4
68b71602570891ebac502242,68b97cf03364699be59a4a2c,3
68a037f0368971a3a299acd8,68b981c3612f0293c20db561,2
68b94594f7f0ff7d31298ae8,68b9cf97bfa05e420780a1d6,5
68b71602570891ebac502242,68b97cf03364699be59a4a2e,3
68b71602570891ebac502242,68b9ad1c9d6743e586455007,1
68b8bf970f9799245af77682,68b985aa612f0293c20db5ac,5
68a989f2d3101920ef9dcdc9,68b9cf97bfa05e420780a1d6,3
68a1c4282dcd385eea223e67,68b99062c02accb223b32d28,4
689f84b899fbf5076c5ec985,68b9cf98bfa05e420780a1d8,3
68a989f2d3101920ef9dcdc9,68b9cf98bfa05e420780a1e0,3
68b71602570891ebac502242,68b97cef3364699be59a4a18,4
68b94594f7f0ff7d31298ae8,68b981c2612f0293c20db54d,3
68a037f0368971a3a299acd8,68b9cf99bfa05e420780a1e6,1
68a4e27529c853d3c50a06b9,68b97cef3364699be59a4a1c,1
68a1c4282dcd385eea223e67,68b97cee3364699be59a4a16,2
68a989f2d3101920ef9dcdc9,68b97cf03364699be59a4a2e,3
68a989b7d3101920ef9dcdc5,68b981c2612f0293c20db555,4
68a4e27529c853d3c50a06b9,68b9cfd3bfa05e420780a1f2,3
68a989f2d3101920ef9dcdc9,68b986b3612f0293c20db5b2,1
689f850399fbf5076c5ec989,68b9ad1d9d6743e58645501b,1
68b71602570891ebac502242,68b9ad1c9d6743e58645500f,4
68a989b7d3101920ef9dcdc5,68b984d8612f0293c20db59e,4
689f850399fbf5076c5ec989,68b97cf03364699be59a4a2e,5
68b8bf970f9799245af77682,68b9ad1b9d6743e586455001,2
68b873c9c943d0109489951a,68b9cf97bfa05e420780a1d4,2
68a989f2d3101920ef9dcdc9,68b97cf03364699be59a4a26,3
68a4e27529c853d3c50a06b9,68b97cee3364699be59a4a0c,3
68b70934570891ebac502084,68b981c3612f0293c20db565,2
689f850399fbf5076c5ec989,68b98822612f0293c20db5d1,5
689f850399fbf5076c5ec989,68b9cf97bfa05e420780a1ce,4
68b70934570891ebac502084,68b985aa612f0293c20db5ac,1
68a4e27529c853d3c50a06b9,68b9850c612f0293c20db5a0,1
68a1c4282dcd385eea223e67,68b9ad1d9d6743e586455019,2
68b70934570891ebac502084,68b981c2612f0293c20db555,1
68a1c4282dcd385eea223e67,68b9cf99bfa05e420780a1e8,1
68b94594f7f0ff7d31298ae8,68b98658612f0293c20db5b0,5
68b873c9c943d0109489951a,68b98495612f0293c20db59a,1
689f850399fbf5076c5ec989,68b981c1612f0293c20db549,3
689f84b899fbf5076c5ec985,68b9ad1c9d6743e58645500d,3
68b8bf970f9799245af77682,68b981c1612f0293c20db547,5
68a037f0368971a3a299acd8,68b981c3612f0293c20db55f,3
68a2008d0e824ad4a74affdf,68b97cee3364699be59a4a0e,2
68b873c9c943d0109489951a,68b981c3612f0293c20db565,1
68b8bf970f9799245af77682,68b97cf03364699be59a4a2c,2
68a989f2d3101920ef9dcdc9,68b983a7612f0293c20db594,2
689f850399fbf5076c5ec989,68b981c1612f0293c20db549,5
68a2008d0e824ad4a74affdf,68b981c2612f0293c20db559,5
68a1c4282dcd385eea223e67,68b987f6612f0293c20db5cb,2
68b71602570891ebac502242,68b97cef3364699be59a4a22,2
68a037f0368971a3a299acd8,68b97cf03364699be59a4a26,5
68a989b7d3101920ef9dcdc5,68b987d4612f0293c20db5c9,4
68a037f0368971a3a299acd8,68b97cee3364699be59a4a10,5
689f850399fbf5076c5ec989,68b987f6612f0293c20db5cb,1
68a4e27529c853d3c50a06b9,68b981c3612f0293c20db565,2
68b94594f7f0ff7d31298ae8,68b9ad1d9d6743e586455017,1
68a989f2d3101920ef9dcdc9,68b98535612f0293c20db5a4,3
68b8bf970f9799245af77682,68b9ad1d9d6743e586455011,4
68b873c9c943d0109489951a,68b97cee3364699be59a4a10,1
68b94594f7f0ff7d31298ae8,68b981c1612f0293c20db543,4
68a037f0368971a3a299acd8,68b981c1612f0293c20db543,2
689f87a099fbf5076c5ec98c,68b9ad1c9d6743e586455003,3
68b70934570891ebac502084,68b987d4612f0293c20db5c9,1
68b71602570891ebac502242,68b984d8612f0293c20db59e,1
68a02ac4b9fb569a6ae6b733,68b981c2612f0293c20db54f,5
68a02ac4b9fb569a6ae6b733,68b99062c02accb223b32d28,1
68b70934570891ebac502084,68b981c3612f0293c20db561,3
68a1c4282dcd385eea223e67,68b986b3612f0293c20db5b2,1
68b71602570891ebac502242,68b9ad1d9d6743e58645501b,1
68b71602570891ebac502242,68b9cf98bfa05e420780a1da,1
68b8bf970f9799245af77682,68b9858b612f0293c20db5aa,2
68b873c9c943d0109489951a,68b987d4612f0293c20db5c9,2
68a4e27529c853d3c50a06b9,68b98822612f0293c20db5d1,5
68b94594f7f0ff7d31298ae8,68b97cf03364699be59a4a2a,4
689f87a099fbf5076c5ec98c,68b981c1612f0293c20db54b,1
68b8bf970f9799245af77682,68b9ad1d9d6743e586455019,4
68a989f2d3101920ef9dcdc9,68b9cf97bfa05e420780a1ce,4
68b71602570891ebac502242,68b98495612f0293c20db59a,5
689f87a099fbf5076c5ec98c,68b97cef3364699be59a4a18,3
68b71602570891ebac502242,68b981c2612f0293c20db54f,4
68b8bf970f9799245af77682,68b9ad1e9d6743e586455021,1
68a2008d0e824ad4a74affdf,68b986b3612f0293c20db5b2,2
689f84b899fbf5076c5ec985,68b98812612f0293c20db5cf,4
68b8bf970f9799245af77682,68b98430612f0293c20db596,3
